"timestamp","rpm_participant","rpm_friends","rpm_outbound"
"Fri Dec 11 2020 12:56:00 GMT-0800 (Pacific Standard Time)","3769","2521","9428"
"Fri Dec 11 2020 12:57:00 GMT-0800 (Pacific Standard Time)","3941","2598","9582"
"Fri Dec 11 2020 12:58:00 GMT-0800 (Pacific Standard Time)","3604","2415","9041"
"Fri Dec 11 2020 12:59:00 GMT-0800 (Pacific Standard Time)","3756","2543","9397"
"Fri Dec 11 2020 13:00:00 GMT-0800 (Pacific Standard Time)","3830","2569","9507"
"Fri Dec 11 2020 13:01:00 GMT-0800 (Pacific Standard Time)","3526","2390","8854"
"Fri Dec 11 2020 13:02:00 GMT-0800 (Pacific Standard Time)","3684","2504","9231"
"Fri Dec 11 2020 13:03:00 GMT-0800 (Pacific Standard Time)","3810","2536","9513"
"Fri Dec 11 2020 13:04:00 GMT-0800 (Pacific Standard Time)","3375","2260","8364"
"Fri Dec 11 2020 13:05:00 GMT-0800 (Pacific Standard Time)","3586","2382","8837"
"Fri Dec 11 2020 13:06:00 GMT-0800 (Pacific Standard Time)","3629","2483","9170"
"Fri Dec 11 2020 13:07:00 GMT-0800 (Pacific Standard Time)","3664","2457","9191"
"Fri Dec 11 2020 13:08:00 GMT-0800 (Pacific Standard Time)","3896","2611","9630"
"Fri Dec 11 2020 13:09:00 GMT-0800 (Pacific Standard Time)","3712","2487","9200"
"Fri Dec 11 2020 13:10:00 GMT-0800 (Pacific Standard Time)","3788","2584","9595"
"Fri Dec 11 2020 13:11:00 GMT-0800 (Pacific Standard Time)","3810","2539","9528"
"Fri Dec 11 2020 13:12:00 GMT-0800 (Pacific Standard Time)","3770","2532","9369"
"Fri Dec 11 2020 13:13:00 GMT-0800 (Pacific Standard Time)","3820","2599","9589"
"Fri Dec 11 2020 13:14:00 GMT-0800 (Pacific Standard Time)","3673","2495","9197"
"Fri Dec 11 2020 13:15:00 GMT-0800 (Pacific Standard Time)","3829","2571","9571"
"Fri Dec 11 2020 13:16:00 GMT-0800 (Pacific Standard Time)","3641","2499","9125"
"Fri Dec 11 2020 13:17:00 GMT-0800 (Pacific Standard Time)","3787","2518","9366"
"Fri Dec 11 2020 13:18:00 GMT-0800 (Pacific Standard Time)","3824","2567","9630"
"Fri Dec 11 2020 13:19:00 GMT-0800 (Pacific Standard Time)","3459","2343","8739"
"Fri Dec 11 2020 13:20:00 GMT-0800 (Pacific Standard Time)","3282","2215","8244"
"Fri Dec 11 2020 13:21:00 GMT-0800 (Pacific Standard Time)","3478","2389","8737"
"Fri Dec 11 2020 13:22:00 GMT-0800 (Pacific Standard Time)","3697","2534","9348"
"Fri Dec 11 2020 13:23:00 GMT-0800 (Pacific Standard Time)","3670","2487","9242"
"Fri Dec 11 2020 13:24:00 GMT-0800 (Pacific Standard Time)","3752","2560","9504"
"Fri Dec 11 2020 13:25:00 GMT-0800 (Pacific Standard Time)","3598","2477","9141"
"Fri Dec 11 2020 13:26:00 GMT-0800 (Pacific Standard Time)","3770","2525","9345"
"Fri Dec 11 2020 13:27:00 GMT-0800 (Pacific Standard Time)","3840","2584","9524"
"Fri Dec 11 2020 13:28:00 GMT-0800 (Pacific Standard Time)","3630","2431","9090"
"Fri Dec 11 2020 13:29:00 GMT-0800 (Pacific Standard Time)","3662","2498","9212"
"Fri Dec 11 2020 13:30:00 GMT-0800 (Pacific Standard Time)","3638","2441","8992"
"Fri Dec 11 2020 13:31:00 GMT-0800 (Pacific Standard Time)","3710","2523","9348"
"Fri Dec 11 2020 13:32:00 GMT-0800 (Pacific Standard Time)","3740","2530","9376"
"Fri Dec 11 2020 13:33:00 GMT-0800 (Pacific Standard Time)","3723","2500","9255"
"Fri Dec 11 2020 13:34:00 GMT-0800 (Pacific Standard Time)","3697","2484","9291"
"Fri Dec 11 2020 13:35:00 GMT-0800 (Pacific Standard Time)","3700","2491","9235"
"Fri Dec 11 2020 13:36:00 GMT-0800 (Pacific Standard Time)","3091","2094","7760"
"Fri Dec 11 2020 13:37:00 GMT-0800 (Pacific Standard Time)","3729","2509","9240"
"Fri Dec 11 2020 13:38:00 GMT-0800 (Pacific Standard Time)","3140","2107","7724"
"Fri Dec 11 2020 13:39:00 GMT-0800 (Pacific Standard Time)","3660","2460","9131"
"Fri Dec 11 2020 13:40:00 GMT-0800 (Pacific Standard Time)","3777","2546","9491"
"Fri Dec 11 2020 13:41:00 GMT-0800 (Pacific Standard Time)","3723","2513","9327"
"Fri Dec 11 2020 13:42:00 GMT-0800 (Pacific Standard Time)","3787","2569","9403"
"Fri Dec 11 2020 13:43:00 GMT-0800 (Pacific Standard Time)","3706","2523","9350"
"Fri Dec 11 2020 13:44:00 GMT-0800 (Pacific Standard Time)","3527","2413","8936"
"Fri Dec 11 2020 13:45:00 GMT-0800 (Pacific Standard Time)","3608","2433","9093"
"Fri Dec 11 2020 13:46:00 GMT-0800 (Pacific Standard Time)","3642","2463","9109"
"Fri Dec 11 2020 13:47:00 GMT-0800 (Pacific Standard Time)","3690","2487","9150"
"Fri Dec 11 2020 13:48:00 GMT-0800 (Pacific Standard Time)","3810","2545","9431"
"Fri Dec 11 2020 13:49:00 GMT-0800 (Pacific Standard Time)","3798","2561","9516"
"Fri Dec 11 2020 13:50:00 GMT-0800 (Pacific Standard Time)","3422","2324","8653"
"Fri Dec 11 2020 13:51:00 GMT-0800 (Pacific Standard Time)","3833","2587","9584"
"Fri Dec 11 2020 13:52:00 GMT-0800 (Pacific Standard Time)","3651","2434","8980"
"Fri Dec 11 2020 13:53:00 GMT-0800 (Pacific Standard Time)","4066","2770","10258"
"Fri Dec 11 2020 13:54:00 GMT-0800 (Pacific Standard Time)","3869","2633","9739"
"Fri Dec 11 2020 13:55:00 GMT-0800 (Pacific Standard Time)","3817","2638","9670"
"Fri Dec 11 2020 13:56:00 GMT-0800 (Pacific Standard Time)","3888","2583","9712"
"Fri Dec 11 2020 13:57:00 GMT-0800 (Pacific Standard Time)","3934","2656","9891"
"Fri Dec 11 2020 13:58:00 GMT-0800 (Pacific Standard Time)","3974","2684","9839"
"Fri Dec 11 2020 13:59:00 GMT-0800 (Pacific Standard Time)","4038","2698","10032"
"Fri Dec 11 2020 14:00:00 GMT-0800 (Pacific Standard Time)","3652","2442","9136"
"Fri Dec 11 2020 14:01:00 GMT-0800 (Pacific Standard Time)","3683","2476","9206"
"Fri Dec 11 2020 14:02:00 GMT-0800 (Pacific Standard Time)","3875","2594","9591"
"Fri Dec 11 2020 14:03:00 GMT-0800 (Pacific Standard Time)","3830","2588","9644"
"Fri Dec 11 2020 14:04:00 GMT-0800 (Pacific Standard Time)","4018","2702","10050"
"Fri Dec 11 2020 14:05:00 GMT-0800 (Pacific Standard Time)","4042","2782","10151"
"Fri Dec 11 2020 14:06:00 GMT-0800 (Pacific Standard Time)","3900","2641","9852"
"Fri Dec 11 2020 14:07:00 GMT-0800 (Pacific Standard Time)","3829","2548","9337"
"Fri Dec 11 2020 14:08:00 GMT-0800 (Pacific Standard Time)","3975","2694","10006"
"Fri Dec 11 2020 14:09:00 GMT-0800 (Pacific Standard Time)","3596","2459","8982"
"Fri Dec 11 2020 14:10:00 GMT-0800 (Pacific Standard Time)","4000","2698","10025"
"Fri Dec 11 2020 14:11:00 GMT-0800 (Pacific Standard Time)","3853","2626","9810"
"Fri Dec 11 2020 14:12:00 GMT-0800 (Pacific Standard Time)","3987","2667","9850"
"Fri Dec 11 2020 14:13:00 GMT-0800 (Pacific Standard Time)","3612","2432","9021"
"Fri Dec 11 2020 14:14:00 GMT-0800 (Pacific Standard Time)","3948","2628","9812"
"Fri Dec 11 2020 14:15:00 GMT-0800 (Pacific Standard Time)","3920","2632","9742"
"Fri Dec 11 2020 14:16:00 GMT-0800 (Pacific Standard Time)","3818","2572","9483"
"Fri Dec 11 2020 14:17:00 GMT-0800 (Pacific Standard Time)","3813","2580","9553"
"Fri Dec 11 2020 14:18:00 GMT-0800 (Pacific Standard Time)","3889","2601","9727"
"Fri Dec 11 2020 14:19:00 GMT-0800 (Pacific Standard Time)","3720","2506","9340"
"Fri Dec 11 2020 14:20:00 GMT-0800 (Pacific Standard Time)","3958","2607","9725"
"Fri Dec 11 2020 14:21:00 GMT-0800 (Pacific Standard Time)","3889","2587","9569"
"Fri Dec 11 2020 14:22:00 GMT-0800 (Pacific Standard Time)","2903","1957","7204"
